REFNUM,UTMZONE,UTMEASTING,UTMNORTHIN
"83002170","10","525120","5040540"
"77001111","10","525520","5040660"
"72001086","10","524640","5040010"
"75001595","10","525340","5041580"
"85000545","10","641655","5051265"
"90000846","10","523650","5038810"
"90000847","10","521780","5027600"
"90000831","10","521830","5027610"
"90000832","10","522160","5027710"
"89000114","10","526300","5039800"
"73001573","10","531090","5019340"
"79002132","10","525480","5040600"
"90001508","10","523375","5039250"
"90001509","10","524800","5040000"
"90001511","10","523075","5041500"
"90001512","10","522700","5041350"
"90001513","10","527925","5042750"
"90001514","10","528730","5035500"
"90001516","10","523325","5039300"
"90001517","10","526900","5031300"
"90001519","10","522775","5041750"
"90001520","10","523450","5039650"
"90001522","10","524500","5047590"
"90001510","10","425870","4941040"
"90001515","10","524125","5039550"
"90001587","10","467120","4714570"
"90001590","10","531180","5022460"
"90001592","10","522420","5042330"
"90001594","10","523950","5041210"
"90001598","10","615080","5062500"
"90001599","10","615080","5062500"
"90001601","10","615300","5062375"
"90001588","10","507500","4931300"
"90001597","10","492350","4876340"
"91000041","10","524100","5041250"
"91000042","10","511910","4686280"
"91000046","10","495600","4697820"
"91000048","10","401740","4802220"
"91000049","10","509970","4685260"
"91000051","10","527080","5030680"
"91000052","10","524590","5029170"
"91000053","10","439740","5116040"
"91000056","10","523720","5039230"
"91000057","10","524980","5040600"
"91000058","10","525380","5041130"
"91000059","10","679660","5050960"
"91000060","10","496360","4974440"
"91000061","10","501240","4915510"
"91000063","10","641725","5050675"
"91000064","10","641360","5050770"
"91000065","10","426740","5064110"
"91000067","10","524090","5041640"
"91000068","10","522850","5041600"
"91000130","10","525560","5034990"
"91000131","10","523400","5039430"
"91000135","10","526670","5031280"
"91000136","10","523510","5041910"
"91000137","10","523550","5039830"
"91000138","10","522570","5041550"
"91000140","10","519860","5036200"
"91000143","10","523580","5039510"
"91000144","10","524240","5041530"
"91000147","10","523550","5039700"
"91000148","10","522440","5042300"
"91000149","10","524060","5041100"
"91000050","10","501620","5040770"
"91000132","10","522770","5041810"
"91000127","10","523340","5038870"
"91000129","10","526390","5031520"
"91000145","10","529340","5040920"
"91000134","10","522470","5041470"
"91000171","11","516908","5030806"
"91000141","10","523590","5039200"
"91000055","10","437640","5115400"
"91000146","10","523190","5041630"
"91000062","10","669590","4790550"
"91000166","10","398634","4942817"
"91000161","11","496724","5074896"
"91000163","10","472166","4968210"
"91000165","11","489741","5075802"
"91000164","10","551028","4722382"
"91000167","10","583406","4940424"
"91000170","10","529052","4825179"
"91000169","10","595725","4962830"
"91000168","10","495166","4666270"
"91000150","10","522730","5041190"
"91000142","10","523290","5041940"
"90001586","10","407190","4768490"
"90001595","10","473860","4699240"
"90001602","10","491890","4876810"
"90001600","10","615160","5062400"
"91000043","10","511250","4685940"
"91000045","10","525760","5027330"
"91000054","10","435680","5114830"
"90001591","10","524980","5040350"
"91000040","10","528230","5041360"
"91000066","10","426830","5064190"
"91000128","10","523150","5039350"
"91000044","10","524150","5041130"
"91000139","10","529925","5040425"
"91000047","10","524400","4671580"
"91000796","10","526810","5031250"
"91000797","10","522975","5041550"
"91000798","10","530625","5040225"
"91000800","10","510140","4685600"
"91000801","10","615820","5062560"
"91000802","10","670840","4907540"
"91000804","10","481020","4941850"
"91000806","10","496870","4973530"
"91000807","10","501310","4915590"
"91000810","11","482125","5021850"
"91000811","10","529125","5043625"
"91000814","10","523020","5040750"
"91000815","10","527730","5042530"
"91000809","10","641490","5050720"
"91000805","10","478980","4934420"
"91000808","10","451200","4713675"
"91000812","10","527750","5041370"
"91000799","10","491920","5008350"
"88001523","10","492510","4877590"
"91000133","10","523680","5039660"
"91000813","10","523740","5041000"
"91000975","10","525325","5039650"
"90001593","10","525325","5039650"
"91001551","10","528810","5042580"
"91001552","10","519980","5037070"
"91001553","10","524560","5040610"
"91001554","10","525210","5040520"
"91001555","10","524720","5040610"
"91001557","10","524120","5041130"
"91001558","10","495780","4850040"
"91001559","10","499170","4871200"
"91001560","10","492500","4877660"
"91001567","10","492960","4876340"
"91001561","10","641875","5050925"
"91001568","10","428000","5093025"
"91001569","10","428100","5092980"
"92000061","10","634770","4879810"
"92000062","10","523470","4671440"
"92000063","10","522950","4672240"
"92000064","10","477500","4935120"
"92000081","10","524820","5028940"
"92000082","10","522890","5027640"
"92000084","10","530810","5022600"
"92000089","10","524410","5041180"
"92000090","10","523730","5039780"
"92000091","10","525200","5040360"
"92000127","10","531410","5022500"
"92000131","10","502675","4915300"
"92000132","11","480850","4869640"
"92000133","10","497040","4976250"
"92000134","10","531225","5040475"
"92000135","10","527990","5042060"
"92000136","10","505810","5017500"
"92000085","10","527540","5041380"
"92000083","10","527550","5028220"
"92000088","10","528160","5044090"
"92000128","10","429230","5103900"
"92000129","10","506920","4691160"
"92000130","10","471125","4698550"
"91001562","10","416280","4962140"
"91001570","10","428025","5093050"
"91001556","10","721480","5013430"
"91001566","10","493550","4877070"
"91001565","10","493330","4877130"
"91001564","10","493510","4877000"
"92000086","10","523100","5041860"
"92000087","10","527180","5042590"
"92000065","10","476390","4906600"
"90001518","10","523880","5039300"
"92000660","10","531070","5039980"
"92000662","10","403500","4835020"
"92000663","10","523580","4671480"
"92000664","10","509570","4688710"
"92000666","10","478770","4910710"
"92000665","11","344510","4919770"
"82001503","10","524950","4670550"
"92001262","10","492930","4876340"
"92001307","10","401790","4802180"
"92001308","10","384720","4775010"
"92001319","10","641460","5051120"
"92001320","10","494030","4876540"
"92001326","10","612360","5060700"
"92001327","10","609740","5041370"
"92001328","10","524230","4671550"
"92001329","10","510750","4686000"
"92001331","10","517270","4673170"
"92001314","10","403680","4780550"
"92001315","10","403740","4780560"
"92001316","10","403660","4780960"
"92001317","10","403960","4780720"
"92001318","10","403520","4780810"
"92001377","10","529220","5039230"
"92001379","10","523290","5039260"
"92001380","10","528890","5041740"
"92001382","10","486440","4901910"
"79002052","10","383320","4697350"
"92001378","10","526820","5030900"
"92001381","11","361040","5059120"
"92001332","10","529120","5040800"
"93000013","10","518280","5034630"
"93000014","10","517950","5027320"
"93000016","10","600130","4675020"
"93000018","10","524725","5041775"
"93000021","10","522925","5042200"
"93000023","10","527340","5042390"
"93000024","10","527380","5042260"
"93000019","10","521240","5037920"
"93000020","10","523640","5039860"
"93000022","10","528330","5041470"
"93000015","10","527420","5033020"
"82005088","10","498760","4876615"
"93000017","10","521540","5022560"
"91001563","10","493500","4877070"
"79002081","10","494480","4848635"
"92001325","10","379070","4741390"
"93000434","10","478380","5030110"
"93000435","10","401420","4801190"
"93000447","10","472260","4783820"
"93000448","10","518810","5036190"
"93000449","10","524270","5038280"
"93000450","10","523330","5039160"
"93000451","10","525510","5040750"
"93000452","10","523960","5041530"
"93000453","10","522620","5040610"
"93000454","10","527410","5042340"
"93000455","10","524140","5041100"
"93000456","10","535270","5001820"
"73002339","10","372320","4743700"
"73002341","10","423650","5037250"
"93000457","10","435880","5114870"
"91000803","10","477925","4945025"
"73002338","10","388650","4799400"
"73002340","10","414550","4947420"
"93000917","10","524020","5039650"
"93000918","10","523090","5041700"
"93000919","10","491220","5040700"
"93000921","10","547960","5042420"
"93000922","10","523925","4671525"
"93000923","10","513000","4686500"
"93000926","11","391860","5088180"
"93000927","10","525310","5040930"
"93000915","10","634840","4879240"
"93000916","10","634960","4879300"
"79002080","10","574850","4702350"
"93001337","10","428180","5045160"
"93001497","10","525340","5040510"
"93001498","10","524890","5040820"
"93001499","11","478140","5030080"
"93001500","11","392530","5087240"
"93001501","10","530450","5022810"
"93001502","10","558000","5027000"
"93001504","10","506190","5041690"
"93001506","10","504220","4690050"
"93001508","10","511230","4686140"
"93001510","10","400680","4803710"
"84002971","10","401785","4802340"
"93001560","10","524810","5040790"
"93001562","10","524350","5040970"
"93001563","10","528080","5041230"
"93001564","10","520810","5038800"
"93001566","10","529310","5039700"
"93001567","10","525450","5040460"
"93001569","10","496200","4849140"
"93001570","10","523630","5041040"
"83004165","10","634960","4879300"
"79002053","10","634910","4879200"
"86003175","10","525200","5041770"
"93001505","10","491210","5040470"
"93001030","10","473100","4698375"
"93001503","10","542040","4955680"
"93001496","10","527220","5040120"
"93001509","10","401800","4802220"
"93001511","10","615960","5062600"
"93001565","10","521580","5038860"
"93000924","10","508910","4686350"
"93000920","10","641720","5050770"
"93000914","10","634850","4879300"
"91001575","10","497180","4975970"
"94000806","10","675700","5034720"
"94000810","11","378530","5069190"
"94000807","10","509760","4685550"
"94000809","10","503200","5015500"
"94000811","11","378520","5069070"
"94001022","10","502310","5016290"
"94001024","10","492170","4877570"
"94001023","10","524050","5041170"
"94001219","10","496390","4974320"
"94001631","10","480850","4862610"
"95000687","10","524460","4671140"
"95000688","10","526320","4670210"
"95000689","10","507530","4932490"
"95000690","10","523710","5040950"
"95001099","10","499510","4876800"
"95001098","10","515640","4945020"
"93000925","11","392770","5087020"
"92000661","10","504200","4925325"
"96000121","10","523690","5042000"
"96000122","10","524150","5041010"
"96000123","10","524590","5040670"
"96000124","10","524900","5041400"
"96000142","10","531300","4887500"
"96000170","10","498620","4876800"
"96000171","10","493530","4876260"
"96000172","10","510500","4685890"
"92000066","10","425400","5081200"
"96000169","10","524150","5040530"
"96000625","10","524100","5041360"
"96000628","10","497200","4697380"
"96000619","10","491720","4877400"
"96000618","10","492320","4877340"
"96000620","10","648750","4943900"
"96000621","10","508090","4931450"
"96000623","11","414440","5019620"
"96000624","10","527360","5042870"
"96000626","10","517750","4676680"
"96000627","10","471330","4792280"
"96000627","10","471430","4792160"
"96000629","10","510420","4685950"
"75001579","10","466150","4946100"
"96000980","11","500550","4857930"
"96000981","11","500590","4857860"
"96000982","11","500500","4857870"
"96000983","11","500500","4857900"
"96000992","10","525360","5040680"
"96000993","10","525110","5040530"
"96000994","10","525300","5040440"
"96000995","10","525100","5040420"
"96000996","10","523030","5042590"
"96000997","10","524830","5040360"
"96000998","10","525160","5040290"
"96000999","10","525290","5040830"
"96001000","10","525110","5040500"
"96001001","10","525160","5040490"
"96001002","10","525450","5040340"
"96001003","10","525110","5040640"
"96001050","10","519400","4973490"
"96001044","10","498180","4944180"
"96001045","10","506150","4938750"
"96001046","10","601310","4676170"
"96001047","10","487770","4883200"
"96001048","11","413500","5019610"
"96001049","10","511280","4998500"
"96001068","10","526490","5028690"
"96001069","10","528780","5040800"
"96001070","10","526530","5030980"
"96001071","10","524440","5042330"
"96001072","10","526400","5045010"
"97000120","10","528550","5039630"
"97000121","10","527080","5042700"
"97000122","10","528550","5039720"
"97000125","10","401600","4802180"
"97000126","10","514720","4688790"
"97000128","10","524260","5041440"
"97000129","10","527930","5041070"
"97000133","10","473260","4698690"
"97000134","10","527140","5039410"
"97000136","10","496370","4974440"
"97000139","10","645260","4903390"
"97000140","10","545300","5021220"
"97000137","10","478850","4934070"
"97000127","10","494870","4849370"
"97000130","10","526070","5045830"
"97000138","10","507120","4691430"
"97000141","10","472190","4783600"
"97000142","10","523670","4671560"
"97000576","11","360710","5059270"
"97000579","11","475990","5028808"
"97000580","10","528510","5040170"
"97000581","10","502610","5016520"
"97000582","10","527690","5043020"
"97000583","10","527570","5042820"
"97000584","10","507240","4931520"
"97000587","10","498120","4976900"
"97000588","10","548340","4674850"
"97000589","10","472110","4783830"
"97000585","10","467710","4775280"
"97000578","10","641820","5050670"
"97000577","10","634740","4879280"
"97000586","10","523760","5039960"
"97000849","10","527870","5042560"
"97000590","10","470310","4931900"
"97000847","10","525900","5040630"
"97000848","11","360760","5059240"
"97000897","11","329220","5067580"
"97000898","11","328750","5067450"
"97000899","11","329310","5067500"
"97000900","11","329360","5067620"
"97000901","11","329410","5067540"
"97000903","11","329210","5067820"
"97000905","11","328840","5067300"
"97000902","11","329210","5067580"
"97000906","11","329220","5067490"
"98000260","10","641370","5051410"
"98000213","10","525070","5040670"
"98000212","10","524880","5041060"
"98000211","10","524890","5040310"
"98000210","10","482220","4965970"
"98000209","10","491350","4922820"
"98000208","10","507640","4932140"
"98000207","10","528375","5044930"
"98000206","10","494420","4849320"
"98000204","10","634590","4878930"
"98000203","10","507510","4931780"
"98000202","10","524520","5047620"
"98000201","10","524760","5039960"
"98000607","10","634760","4879460"
"98000605","10","615630","5062560"
"98000604","10","512100","4949970"
"98000629","10","473770","4699210"
"98000628","10","473060","4697480"
"98000627","10","522600","4672890"
"98000626","10","523250","4672110"
"98000625","10","506880","4691360"
"98000624","10","599860","4674430"
"98000952","10","475080","4973980"
"98000950","10","525430","5042890"
"98001148","14","760160","4002470"
"98001117","18","480645","4743205"
"98001147","14","563330","3801490"
"98001116","18","606226","4706179"
"98001115","18","580030","4586470"
"82001828","13","404800","4572121"
"82001830","13","294080","4544400"
"82001831","13","313650","4628850"
"82001832","13","400468","4638630"
"82001833","13","516320","4553790"
"82001834","13","365520","4757730"
"82001836","13","345300","4961825"
"82001838","12","627810","4598395"
"84000162","13","515380","4553560"
"84000385","12","538225","4626625"
"85000248","13","364820","4911400"
"83004266","13","450700","4573100"
"84003644","13","276500","4545925"
"84003649","13","314090","4628440"
"84003656","13","349160","4590600"
"83004280","13","428680","4745560"
"84003660","13","549400","4916950"
"84003665","13","551830","4700940"
"84003685","13","478550","4560350"
"83004302","13","391845","4744220"
"83004303","13","391790","4744660"
"84003696","13","495500","4621360"
"84003698","13","390600","4943560"
"84003703","13","321320","4971250"
"83004305","12","668950","4625200"
"84003635","13","307850","4553840"
"83004277","13","370195","4636220"
"85000415","13","277400","4934870"
"85000413","12","702810","4967980"
"85000418","13","343110","4600140"
"85000420","12","606700","4822705"
"85000421","12","686390","4779070"
"85000422","12","666120","4787605"
"85000423","12","726265","4831445"
"85000424","12","710120","4840645"
"85000425","13","368215","4913300"
"85000427","13","407210","4865885"
"85000428","13","374785","4736380"
"85000429","13","570315","4807740"
"85000430","12","647310","4930010"
"85000431","13","487795","4654540"
"85000433","13","410415","4945545"
"85000434","13","416160","4969980"
"85000435","13","331435","4956400"
"85000436","13","335250","4974775"
"85000437","12","604270","4733690"
"85000438","12","584360","4736655"
"85000439","12","579105","4647800"
"85000441","12","550960","4572200"
"85000411","13","445290","4604500"
"85000416","13","382700","4615735"
"85000417","13","362650","4568315"
"85000419","13","539875","4980980"
"85000426","13","372815","4830690"
"85000432","13","412885","4949715"
"85000440","12","605175","4624190"
"85000869","12","686580","4706190"
"66000762","13","345590","4963030"
"66000759","12","610083","4924328"
"75000216","12","528980","4864000"
"85003210","13","415010","4551290"
"85003211","13","430960","4583760"
"82001829","13","450761","4573185"
"85000412","13","285430","4893645"
"85000414","13","267080","4897390"
"84003712","12","502760","4568240"
"83003365","12","532250","4880900"
"86000310","13","262600","4877530"
"76001947","13","401910","4574970"
"79003680","12","610460","4820760"
"71000886","12","681480","4765800"
"78002826","12","714885","4773280"
"78002827","12","712665","4766625"
"74002319","12","653050","4931880"
"73001936","12","654381","4931959"
"74002025","13","567600","4655230"
"76001960","12","653400","4931825"
"73001939","12","620260","4904010"
"80004052","13","342220","4949060"
"76001949","13","364545","4911720"
"76001951","13","364590","4911695"
"76001952","13","364480","4911780"
"71000891","13","329320","4974500"
"80004298","13","450575","4573520"
"80004299","13","450840","4573290"
"70000671","12","687572","4842576"
"78002814","13","454220","4574330"
"72001295","13","450760","4573380"
"78002815","13","449040","4573405"
"78002815","13","449040","4573325"
"70000677","12","570700","4749250"
"79002612","13","515620","4553970"
"76001962","12","646140","4679680"
"72001296","13","466630","4553200"
"78002832","12","750560","4590580"
"80004053","12","648340","4605030"
"76001948","12","735840","4918240"
"78002834","12","519100","4814130"
"80004057","12","502760","4568070"
"80004057","12","502785","4568045"
"73001927","13","350820","4563350"
"77001385","12","503015","4568120"
"71000894","12","531960","4563010"
"76001953","13","364695","4911320"
"69000192","13","515550","4553763"
"70000673","13","515460","4553650"
"74002026","13","515320","4553840"
"78002829","13","516520","4553880"
"80004050","13","515790","4553560"
"76001958","12","538588","4626937"
"69000193","12","567384","4666631"
"78002831","13","316580","4782880"
"75001905","13","319956","4770993"
"71000888","13","347634","4703195"
"74002028","13","393610","4787360"
"76001959","13","292130","4706050"
"75001901","13","531190","4671490"
"74002024","13","349090","4590600"
"80004046","13","468760","4734000"
"79002608","13","468640","4734020"
"70000678","12","585940","4604590"
"70000679","12","683826","4615835"
"80004054","12","648370","4605750"
"78002818","13","400470","4638715"
"70000668","13","373911","4617148"
"75001900","12","696590","4925657"
"76001955","13","515750","4553550"
"79003679","13","515540","4553830"
"79002610","13","516350","4553980"
"70000676","12","578300","4746550"
"73001938","12","582540","4928025"
"86001393","13","286860","4545480"
"79002611","13","516690","4554250"
"78002824","13","349055","4590685"
"73001934","13","515590","4553390"
"78002828","13","515250","4553560"
"70000669","13","296950","4602550"
"86002324","13","303650","4878500"
"73001933","13","515528","4553270"
"75001904","13","515710","4554270"
"69000190","13","542952","4735193"
"69000190","13","540228","4711117"
"75001902","13","515560","4553580"
"69000194","13","574306","4723521"
"75001906","12","653050","4931180"
"69000197","12","550917","4573877"
"71000890","12","644480","4928950"
"86001101","13","323370","4571000"
"85003099","13","549600","4916950"
"85003064","12","538360","4626825"
"86000355","12","648400","4605580"
"73001935","13","515140","4554130"
"73000226","12","513500","4922740"
"87001548","12","625490","4884140"
"85003222","12","499920","4737460"
"87000779","12","735900","4918290"
"87000780","12","734400","4930160"
"87000781","13","468650","4734090"
"87000782","12","685490","4744670"
"87000783","13","567550","4657200"
"87000784","12","725080","4836290"
"87000785","13","364740","4911370"
"87000786","12","538350","4626830"
"87000789","12","523820","4980220"
"87000787","12","677510","4958000"
"87000791","13","564120","4855880"
"87000790","12","502880","4568200"
"69000016","12","523540","4833751"
"88002532","13","418670","4621530"
"89001068","13","396890","4578790"
"90000622","12","532700","4855180"
"90000620","12","534500","4857480"
"90000618","12","521080","4852440"
"90000619","12","522650","4833740"
"90000617","12","521740","4848220"
"90000614","12","517730","4833440"
"90000616","12","522020","4832815"
"90001001","13","515150","4554020"
"90000889","12","544050","4828370"
"69000367","12","591115","4814706"
"90001388","12","671310","4890810"
"90000149","12","498350","4878700"
"91000435","13","564750","4943100"
"91000637","12","547650","4932900"
"91000619","12","650180","4614280"
"91000997","13","546360","4734420"
"92000836","12","724680","4967830"
"93000037","13","392220","4744640"
"93000230","12","593165","4746560"
"93000883","13","314000","4628320"
"93000883","13","314060","4628340"
"93001011","12","651140","4981540"
"93001185","13","364600","4912080"
"93001186","13","391800","4744710"
"93001187","13","391620","4744540"
"93001382","12","610350","4820780"
"93001383","12","648500","4604940"
"94000041","13","391915","4744660"
"94000043","13","392845","4746110"
"93001473","12","725570","4835680"
"93001473","12","725620","4835740"
"94000042","13","391600","4744640"
"94000167","13","468580","4733820"
"94000273","13","403160","4573360"
"91000996","13","451460","4573160"
"94000680","13","564900","4855230"
"94000741","13","467300","4733960"
"94001135","12","734920","4790780"
"95001073","13","504300","4632770"
"95001075","12","519465","4813990"
"95001075","12","519465","4813900"
"85001416","12","547375","4932850"
"82001835","12","560045","4971040"
"82001720","12","511000","4943000"
"83003362","12","523300","4952360"
"82001719","12","521045","4963020"
"96000077","13","504080","4655570"
"96000228","13","578370","4558725"
"96001630","12","648900","4604720"
"96001631","13","391740","4744100"
"96001632","13","391800","4744100"
"96001633","13","391870","4746606"
"97001326","12","648240","4604780"
"97001601","12","648300","4605720"
"97001533","13","346400","4959500"
"97001534","13","344860","4961460"
"97001600","13","468650","4733940"
"97001535","12","628620","4596495"
"98000909","12","648490","4604620"
"98001114","18","266746","4761560"
"98001113","18","420202","4686554"
"98001004","18","554689","4602073"
"98001126","14","568002","4938702"
"98001099","17","450240","3382800"
"98001040","12","478490","3998355"
"98001033","12","522180","4843870"
"98000957","15","494760","3775280"
"98000956","15","483310","3984120"
"98001036","12","539205","4854268"
"98001111","12","594640","5070970"
"98001108","15","410685","4089100"
"82001528","17","575290","4463240"
"83002212","17","584850","4476530"
"83002214","17","621325","4492730"
"82001530","18","420690","4475430"
"82001531","18","431350","4457280"
"83002222","18","465570","4433220"
"83002223","18","448310","4423220"
"83002225","18","448760","4422760"
"82001534","18","340060","4458200"
"83002239","18","469040","4429920"
"83002242","17","573055","4668349"
"83002243","17","596100","4673040"
"83002244","17","574940","4664000"
"83002245","18","254800","4412690"
"83002246","18","279580","4401600"
"82001538","17","660810","4558200"
"83002248","18","458020","4602200"
"83002250","18","388955","4445705"
"83002251","18","365250","4436800"
"83002252","18","388510","4432510"
"82001539","18","388150","4432120"
"83002254","18","368520","4435320"
"83002255","18","401300","4435160"
"83002256","18","388600","4432630"
"83002257","18","387980","4432870"
"83002259","18","461200","4494500"
"83002260","18","397300","4544090"
"82001540","17","694740","4647420"
"83002263","18","487440","4439380"
"82001541","18","494560","4441370"
"82001542","18","485340","4422180"
"83002265","18","485410","4419180"
"83002266","18","485000","4423000"
"82001544","18","481600","4422610"
"82001546","18","482690","4422100"
"82001547","18","486700","4420790"
"83002267","18","487740","4431660"
"83002268","18","486470","4421320"
"83002270","18","485730","4423190"
"83002272","18","484930","4421970"
"82001548","18","487300","4423610"
"83002273","18","483630","4432640"
"83002275","18","478980","4425270"
"83002280","18","485590","4421960"
"83002281","18","485120","4422610"
"83002282","18","516420","4574350"
"83002285","17","608200","4464920"
"83002286","17","640980","4461180"
"83002287","17","621100","4495440"
"84000271","17","720140","4488370"
"84000533","17","583400","4478100"
"84000268","18","486520","4422340"
"85000034","18","291340","4553740"
"85000035","18","388340","4432330"
"85000176","18","422210","4467100"
"85000112","18","421280","4464300"
"85000179","18","481460","4421580"
"84003081","17","583280","4479800"
"84003081","17","583260","4479760"
"84003088","17","594000","4475000"
"84003105","18","424608","4459665"
"83004191","18","420300","4466560"
"83004192","18","421050","4465300"
"83004200","18","506700","4447100"
"84003179","17","692860","4483830"
"84003180","18","448380","4423230"
"83004202","18","455880","4442140"
"84003232","18","448300","4428910"
"84003235","18","446990","4432630"
"84003253","18","447550","4431970"
"83004207","18","446230","4428400"
"84003272","18","446000","4427170"
"84003274","18","447250","4432150"
"84003277","18","444100","4428360"
"84003280","18","444310","4428100"
"84003289","18","448080","4431260"
"84003293","18","445640","4427130"
"84003295","18","445070","4430560"
"84003298","18","448480","4432240"
"84003299","18","445320","4429710"
"84003300","18","448380","4428710"
"84003301","18","447890","4431020"
"84003302","18","446490","4430920"
"84003303","18","448560","4433050"
"84003305","18","444640","4431180"
"84003313","18","443540","4430240"
"84003315","18","445590","4428210"
"84003319","18","446000","4430790"
"84003324","18","445600","4429300"
"84003326","18","450330","4429960"
"84003353","18","465150","4427190"
"84003364","17","614755","4433640"
"84003304","18","449620","4431370"
"84003412","18","445120","4584580"
"84003416","18","444400","4584360"
"84003447","18","413000","4444120"
"83004223","18","388590","4432690"
"84003451","18","388840","4445740"
"84003453","18","387900","4432870"
"84003454","18","460240","4494570"
"84003482","18","452900","4484440"
"84003493","17","682375","4614187"
"84003499","18","282240","4497140"
"84003514","18","444500","4454900"
"83004238","18","474160","4429070"
"84003517","18","467400","4495700"
"83004241","18","486400","4424800"
"84003547","18","485800","4424440"
"84003582","18","485860","4423480"
"83004257","18","484820","4430120"
"84003586","18","353500","4431160"
"83004263","18","351005","4424400"
"85000457","17","585370","4477490"
"85000458","17","585130","4476910"
"85000460","18","503420","4467950"
"85000463","18","503540","4467050"
"85000464","18","503060","4466570"
"85000466","18","399640","4448170"
"85000468","18","483320","4436755"
"85000469","18","486300","4423000"
"85000470","18","480820","4422700"
"85000472","17","633900","4473080"
"85000039","18","485170","4422910"
"85000038","18","484300","4424680"
"85000037","18","461710","4448140"
"85000996","17","653940","4634000"
"85001000","18","483630","4432560"
"85001001","17","670470","4534320"
"76001679","17","590795","4450875"
"72001144","18","487040","4421640"
"71000693","18","438484","4412225"
"66000677","18","484510","4432800"
"75001660","18","484260","4421660"
"66000695","17","611840","4607210"
"66000679","18","485730","4423730"
"66000681","18","487810","4422290"
"74001781","17","630945","4418315"
"69000156","18","388230","4432630"
"75001658","18","467760","4496290"
"76001663","18","486380","4421080"
"71000726","18","487300","4421350"
"66000647","17","713410","4485830"
"76001665","18","482100","4425270"
"72001166","18","486971","4421238"
"71000730","18","486758","4421608"
"66000686","18","426540","4421120"
"66000687","18","486740","4431770"
"71000731","18","486010","4422580"
"66000688","18","486650","4421430"
"76001666","18","486000","4422260"
"66000667","18","443580","4585240"
"66000673","18","349170","4527870"
"75001615","17","558792","4504767"
"72001170","18","486380","4422300"
"67000020","18","486760","4421670"
"66000665","17","602980","4422380"
"74001745","17","584630","4476290"
"66000691","18","487070","4421450"
"71000685","18","518722","4450631"
"76001672","18","484490","4426190"
"71000709","18","460566","4499551"
"66000693","18","486720","4421830"
"66000662","18","469930","4417060"
"66000669","18","386510","4433200"
"75001649","18","387760","4459120"
"73001668","17","564280","4446470"
"71000732","18","487300","4421640"
"66000644","17","564900","4494000"
"78002388","18","360250","4461050"
"85001173","18","437720","4446740"
"85001173","18","437980","4446840"
"85001002","18","354960","4458460"
"74001728","18","308947","4411002"
"73001584","18","308870","4410200"
"72001087","18","308780","4411620"
"80003400","17","579190","4482680"
"75001605","17","584400","4463530"
"74001732","17","586570","4461880"
"81000523","17","577600","4473100"
"75001606","17","597650","4477800"
"75001607","17","567730","4489680"
"74001733","17","576710","4470100"
"80003404","17","587320","4481000"
"71000683","17","584190","4478260"
"80003406","17","584640","4476980"
"78002335","17","584590","4476860"
"74001734","17","588380","4480790"
"75001609","17","583290","4476750"
"74001737","17","583150","4478280"
"79002159","17","585000","4477250"
"78002336","17","584980","4476750"
"74001740","17","584440","4479140"
"79003141","17","584600","4479110"
"76001595","17","591100","4478690"
"80003578","18","485925","4436600"
"71000727","18","486070","4422420"
"78002351","17","721200","4478760"
"76001606","17","721180","4478560"
"73001592","17","720110","4490060"
"77001131","18","501220","4457030"
"85001131","18","487280","4428620"
"79002175","18","462860","4476360"
"77001130","18","498390","4457580"
"73001599","18","448020","4415310"
"75001623","18","499080","4451000"
"78002357","18","489485","4476100"
"71000688","18","449139","4417234"
"76001618","18","266979","4532500"
"77001137","18","266000","4532460"
"77001125","18","512130","4447310"
"80003474","17","715360","4544180"
"79002211","17","715420","4543920"
"74001780","18","339463","4459224"
"82001532","18","340040","4458160"
"78002342","17","712990","4432300"
"79002210","17","715430","4544170"
"80003475","17","688290","4527620"
"77001128","18","505420","4452820"
"77001149","18","429780","4425850"
"79002218","18","354820","4458370"
"76001624","18","429670","4425850"
"80003476","18","299540","4542000"
"78002379","18","377000","4534400"
"72001113","18","295210","4556680"
"79002219","18","355260","4458440"
"79002217","18","340110","4458120"
"77001126","18","506500","4448820"
"77001157","17","564120","4617950"
"78002382","17","571080","4610860"
"80003477","17","578180","4627960"
"82003784","17","570680","4610210"
"77001156","17","571000","4610900"
"74001777","17","570620","4610790"
"80003479","17","570860","4618680"
"74001801","18","484370","4427980"
"76001619","18","265940","4532640"
"82003774","18","267180","4532650"
"75001627","18","265570","4532730"
"77001148","17","752020","4520120"
"82003777","18","262650","4520500"
"77001147","18","284560","4526350"
"78002366","18","261030","4519140"
"77001144","18","288230","4533070"
"77001142","18","269990","4522310"
"77001145","18","264590","4535970"
"77001140","18","264090","4517090"
"77001141","18","277550","4526880"
"76001620","18","265390","4532850"
"76001621","18","291820","4533230"
"78002364","17","734530","4530630"
"79002192","18","258850","4519060"
"79002193","18","260220","4520950"
"79002193","18","260120","4520800"
"77001146","18","282360","4525250"
"77001132","17","593050","4523410"
"80003481","18","346720","4496000"
"80003482","18","340120","4458270"
"78002369","18","429760","4425760"
"77001150","18","429820","4426050"
"75001633","17","742900","4546080"
"77001162","18","339810","4458610"
"78002396","17","687630","4587580"
"80003490","17","561740","4652980"
"77001167","17","584270","4643420"
"77001159","18","339670","4453920"
"73001619","18","331740","4456100"
"75001636","18","284900","4436130"
"79002225","17","575720","4664280"
