REFNUM,UTMZONE,UTMEASTING,UTMNORTHIN
"08000203","10","712480","3906700"
"08000201","15","523048","5018531"
"08000207","04","621210","2258480"
"08000209","16","731920","4233380"
"08000213","16","520060","4156480"
"08000215","16","691525","4077515"
"08000239","14","542567","3258053"
"08000240","14","584533","3285782"
"08000241","14","677506","3492466"
"08000242","18","283791","4243182"
"08000216","18","429194","4262611"
"08000217","18","332070","4345509"
"08000218","16","649640","4686850"
"08000219","17","280355","4766290"
"08000220","17","280360","4766250"
"08000221","16","392180","5235350"
"08000222","16","574420","4962140"
"08000223","17","316840","4714505"
"08000224","16","592720","4747050"
"08000225","71","328850","4690710"
"08000226","16","275044","4131439"
"08000237","16","495032","4049347"
"08000227","15","728640","4281760"
"08000231","18","381280","4877010"
"08000244","18","383166","4143837"
"08000232","14","592720","5402880"
"08000233","14","574820","5357590"
"08000238","17","378553","4019451"
"08000248","16","428642","4944611"
"08000235","16","693740","3892306"
"08000246","18","267310","4295445"
"08000251","11","508668","5208160"
"08000252","12","348357","4737974"
"08000253","15","564550","4270300"
"08000254","10","482930","4939387"
"08000255","19","316440","4592600"
"08000256","18","343119","4137940"
"08000257","16","364527","4784896"
"08000258","16","360079","4783312"
"08000261","10","507520","4321380"
"08000263","16","735316","3703470"
"08000262","16","744814","3765470"
"08000265","16","312180","3556280"
"08000266","15","474299","4117437"
"08000267","15","362440","4324900"
"08000268","15","744200","4279360"
"08000271","18","562581","4694842"
"08000272","18","567688","4690160"
"08000270","18","554168","4487865"
"08000278","13","625519","5299755"
"08000274","18","272300","4785830"
"08000276","18","573164","4577896"
"08000280","13","668882","5193965"
"08000283","19","751950","1989920"
"08000284","16","316903","4032861"
"08000286","16","284598","4743730"
"08000287","16","387939","4901973"
"08000288","16","440979","4789837"
"08000289","13","410960","4635170"
"08000290","13","547900","4289219"
"08000292","17","294650","3805160"
"08000295","16","440350","4385077"
"08000296","14","984058","3841042"
"08000297","14","983959","3840054"
"08000298","14","983348","3838017"
"08000299","14","983344","3838017"
"08000300","15","349248","4141659"
"08000301","15","349150","4141680"
"08000302","15","349295","4141150"
"08000303","14","394375","4326195"
"08000305","14","650475","4171730"
"08000306","14","648520","4169450"
"08000307","14","645453","4174071"
"08000308","14","650500","4172550"
"08000310","14","403305","4320700"
"08000311","15","737200","4283560"
"08000313","13","623428","5115512"
"08000316","15","286058","3289507"
"08000316","15","286060","3291328"
"08000317","14","653915","3632735"
"08000318","14","620358","3349688"
"08000322","16","270209","4755074"
"08000327","16","332201","4486882"
"08000326","16","412022","4637514"
"08000328","15","691680","4708000"
"08000330","15","447680","4603425"
"08000331","15","721390","4617000"
"08000332","14","712883","4707575"
"08000333","15","481362","4055161"
"08000334","12","300002","5397143"
"08000335","12","320712","5402235"
"08000336","18","581439","4440601"
"08000337","10","512443","4686322"
"08000339","15","337121","3294198"
"08000341","18","281456","4159349"
"08000344","13","413114","4264901"
"08000346","18","320015","4314999"
"08000347","18","324430","4316711"
"08000348","18","317902","4312968"
"08000351","16","735780","3734330"
"08000349","17","514660","3540550"
"08000350","16","741476","3738268"
"08000352","16","736167","3817151"
"08000359","15","738357","4269897"
"08000360","15","740760","4280500"
"08000361","18","519892","4452104"
"08000362","18","520220","4452380"
"08000363","18","561518","4490407"
"08000364","18","548895","4512432"
"08000365","17","738083","3815487"
"08000366","17","380220","3941880"
"08000367","17","665220","4029010"
"08000368","17","299915","3878240"
"08000369","17","487200","4002100"
"08000357","15","261062","4570713"
"08000370","16","270060","4754720"
"08000372","04","617551","2358167"
"08000374","16","393968","4654756"
"08000375","15","558453","4311530"
"08000390","18","361271","4166722"
"08000376","15","627901","4433043"
"08000378","17","469170","3954200"
"08000381","17","523000","3898040"
"08000384","12","445080","4346320"
"08000385","12","440980","4460000"
"08000387","18","369797","4135902"
"08000388","17","687498","4063927"
"08000394","18","319258","4314263"
"08000395","16","767907","3514098"
"08000396","16","736282","3654750"
"08000397","16","749968","3524327"
"08000398","16","391235","4637260"
"08000402","15","478801","4980327"
"08000403","15","382115","4834088"
"08000404","15","744180","4277520"
"08000406","18","492963","4637606"
"08000409","18","577368","4593046"
"08000410","18","377952","4812160"
"08000411","18","317010","4697220"
"08000412","17","514380","3897600"
"08000414","17","700440","3962600"
"08000415","17","486420","4001660"
"08000405","10","523192","5039358"
"08000416","17","716420","4214549"
"08000417","17","588753","4182089"
"08000423","17","730195","4298390"
"08000420","18","238594","4262400"
"08000434","16","649295","3640219"
"08000428","16","510300","3708484"
"08000429","16","369550","3411960"
"08000430","12","506929","3567629"
"08000431","15","392321","4027989"
"08000433","15","549056","3711047"
"08000441","17","514190","3539830"
"08000442","17","279447","3758173"
"08000443","15","402669","4706362"
"08000444","14","470810","6714144"
"08000446","18","426023","4665426"
"08000447","18","416720","4662340"
"08000452","18","200564","4785614"
"08000453","19","292920","4652720"
"08000449","18","357950","4654390"
"08000450","18","586292","4511274"
"08000451","18","200423","4785621"
"08000455","16","512688","3461015"
"08000456","16","541025","3711106"
"08000458","16","399140","3396580"
"08000459","16","397640","3396660"
"08000460","16","399580","3395760"
"08000498","19","262970","4598840"
"08000461","12","423360","3852640"
"08000462","15","405781","3906469"
"08000463","17","413020","2946680"
"08000464","18","635140","4672660"
"08000467","18","563300","4882025"
"08000468","18","367830","4735514"
"08000469","18","403344","4717033"
"08000470","18","427550","4712999"
"08000471","18","591227","4512897"
"08000472","10","634238","4879858"
"08000473","10","525690","5045439"
"08000475","14","705746","3632242"
"08000476","14","665453","3652591"
"08000477","15","327324","3246311"
"08000480","18","424050","4147471"
"08000481","17","718835","4272580"
"08000483","18","315320","4064990"
"08000485","15","566023","3999786"
"08000486","15","587484","3927766"
"08000490","15","659856","3874795"
"08000491","15","470068","3866940"
"08000487","15","660653","3924089"
"08000493","17","408756","3703608"
"08000489","15","630241","3908666"
"08000515","18","680795","4536424"
"08000501","10","658300","4281520"
"08000502","16","724480","3289240"
"08000503","16","445300","4646660"
"08000517","18","586514","4594513"
"08000504","16","326489","4662811"
"08000518","18","506748","4446021"
"08000507","19","309440","4724080"
"08000523","18","350720","4424350"
"08000509","11","347535","4370415"
"08000521","18","458930","4488074"
"08000519","17","676866","4435749"
"08000510","11","719215","4166130"
"08000526","12","412231","3701783"
"08000529","10","548580","4237800"
"08000531","19","342240","4745320"
"08000511","11","259320","4374660"
"08000514","18","703634","4535949"
"08000513","18","567513","4601250"
"08000532","19","338800","4610760"
"08000533","19","361840","4621680"
"08000534","15","363573","4328857"
"08000535","16","276501","4131112"
"08000536","15","364995","4105494"
"08000537","17","528857","3587190"
"08000538","14","705430","3309310"
"08000539","14","708607","3631597"
"08000542","18","285600","4157100"
"08000541","14","601314","3306104"
"08000551","17","369770","3280520"
"08000547","17","369470","3280580"
"08000552","17","370270","3280400"
"08000566","16","484860","4277990"
"08000569","16","559260","4424480"
"08000544","10","481632","4944561"
"08000559","10","514854","5028655"
"08000545","16","433665","4715260"
"08000568","16","494930","4590770"
"08000554","10","514854","5028655"
"08000558","16","549640","4363970"
"08000567","16","576650","4566240"
"08000561","18","483051","4504100"
"08000560","15","363830","4333770"
"08000564","15","362340","4324710"
"08000562","18","468777","4386759"
"08000555","18","503852","4309177"
"08000580","18","585776","4714354"
"08000607","15","268398","4325691"
"08000581","18","603237","4605727"
"08000595","18","481229","4771372"
"08000617","14","734721","4321618"
"08000582","18","616650","4734153"
"08000586","16","647190","5001600"
"08000585","16","647190","5001620"
"08000584","16","373170","5105570"
"08000587","16","453000","5149380"
"08000593","18","580096","4551292"
"08000578","17","330260","4690740"
"08000577","17","330280","4690660"
"08000589","17","448200","4595875"
"08000626","17","344842","4438257"
"08000576","17","330390","4690730"
"08000583","16","713702","4332611"
"08000605","15","254041","4571237"
"08000602","15","252323","4570824"
"08000625","16","717321","4333375"
"08000603","15","252336","4570864"
"08000588","17","528990","4549910"
"08000624","17","426173","4554636"
"08000604","15","252323","4570627"
"08000598","14","691476","4459549"
"08000601","14","558852","4531884"
"08000573","13","666572","3808869"
"08000575","13","570900","3815350"
"08000574","13","654520","3646420"
"08000606","16","424890","4765250"
"08000599","13","492174","4519291"
"08000608","14","983950","3840001"
"08000611","14","983951","3840003"
"08000591","17","740120","4406380"
"08000612","14","983951","3840052"
"08000619","15","348458","4189035"
"08000623","17","337980","4597320"
"08000609","15","305871","4414456"
"08000614","15","304764","4314800"
"08000610","15","350882","4214140"
"08000615","14","647952","4173760"
"08000613","14","593725","4211682"
"08000646","15","336240","4270840"
"08000649","16","611983","4235217"
"08000650","16","712447","4166374"
"08000641","17","552600","2816990"
"08000629","17","507530","3210790"
"08000647","16","510340","4077100"
"08000644","14","654770","4308645"
"08000658","14","711460","3634081"
"08000671","16","627580","3337220"
"08000678","16","421000","4681720"
"08000685","15","506495","4583890"
"08000683","15","506995","4583550"
"08000682","15","449250","4604000"
"08000687","16","334789","3943951"
"08000688","16","739857","3875197"
"08000684","15","446050","4651900"
"08000669","15","268740","4325925"
"08000686","18","668432","4786666"
"08000690","14","262782","4145320"
"08000666","19","536348","4961226"
"08000667","19","536314","4961248"
"08000665","15","740700","4280540"
"08000663","16","275740","4131520"
"08000676","16","282980","3467700"
"08000674","15","764465","3576650"
"08000680","14","510664","5328934"
"08000679","14","510525","5328867"
"08000703","16","518719","4032160"
"08000681","14","452070","5419934"
"08000701","16","718165","3925025"
"08000705","15","433789","3993905"
"08000702","16","326693","3965807"
"08000691","16","519191","4003559"
"08000717","19","292521","4605160"
"08000718","19","274787","4649386"
"08000715","19","292180","4638733"
"08000692","13","632646","4332502"
"08000698","18","462204","4842870"
"08000710","13","420532","4205805"
"08000700","18","613270","4640817"
"08000720","18","331919","4307601"
"08000699","18","453259","4726160"
"08000711","17","513800","3597500"
"08000713","17","514550","3540790"
"08000714","16","755320","3419660"
"08000712","17","370951","3454830"
"08000719","15","364985","4328172"
"08000695","15","394155","4355567"
"08000723","15","663468","3813073"
"08000750","16","336034","5076529"
"08000726","15","403466","3698878"
"08000747","16","335567","5074952"
"08000727","15","403318","3698613"
"08000729","15","403081","3698513"
"08000730","14","36242","4034851"
"08000728","15","403708","3698745"
"08000725","15","403415","3698672"
"08000721","17","539746","3710270"
"08000722","15","231449","3955061"
"08000724","15","494946","3865979"
"08000748","17","371155","3856169"
"08000740","13","641215","4118730"
"08000741","16","473340","4496100"
"08000735","13","668537","5194404"
"08000732","13","415984","3948706"
"08000742","16","462500","4513070"
"08000754","15","363260","4323700"
"08000757","12","449956","5074646"
"08000758","17","680658","3745640"
"08000760","17","414831","3867917"
"08000731","15","526930","3566940"
"08000745","15","362333","4324682"
"08000749","15","742413","4275100"
"08000739","15","740760","4280500"
"08000743","15","671000","3364850"
"08000756","15","410544","3305798"
"08000753","15","723750","4949450"
"08000764","13","602088","4113201"
"08000765","15","673920","3369690"
"08000766","15","710590","3298030"
"08000768","15","254390","4572612"
"08000769","17","736490","4676730"
"08000770","18","505453","4750128"
"08000771","18","548600","4588402"
"08000773","17","652500","3963600"
"08000774","17","689200","3968140"
"08000777","17","607210","3995320"
"08000783","17","170593","4663142"
"08000784","18","476240","4448400"
"08000779","17","347560","3962390"
"08000780","18","307850","4422230"
"08000781","17","584735","4477255"
"08000786","19","807817","2043216"
"08000789","16","404420","4808470"
"08000790","16","385000","5007720"
"08000792","18","704394","4850579"
"08000791","13","338004","0357483"
"08000788","19","296049","4631738"
"08000799","15","393502","4068765"
"08000797","14","520209","4859948"
"08000793","19","329360","4689300"
"08000798","14","521804","4858237"
"08000016","15","677294","5212690"
"08000016","15","676834","5211764"
"08000817","15","648435","3905605"
"08000820","18","032468","4308532"
"08000806","15","741047","4281142"
"08000824","18","324520","4305620"
"08000563","18","581637","4510209"
"08000825","12","416696","5161677"
"08000823","11","607132","5360540"
"08000821","18","325240","4306019"
"08000801","17","449460","4431440"
"08000809","18","328362","4317397"
"08000808","16","276806","4131481"
"08000802","16","715189","4330638"
"08000811","17","416200","3986380"
"08000814","17","686020","3993950"
"08000804","15","380534","4308811"
"08000805","15","380563","4308797"
"08000813","17","426060","3921020"
"08000829","13","524000","4318000"
"08000812","17","441720","4006440"
"08000840","18","031964","4312940"
"08000839","18","031960","4312926"
"08000832","17","254284","3408823"
"08000843","15","716050","3294960"
"08000844","17","268540","4690430"
"08000841","15","723700","4949600"
"08000842","15","723960","4949980"
"08000857","15","363119","4323190"
"08000830","17","594563","4125401"
"08000855","18","691285","4805793"
"08000856","19","810676","2040662"
"08000837","18","544479","4516301"
"08000852","14","595350","3931970"
"08000849","15","233180","4004220"
"08000847","15","231030","4006125"
"08000851","14","469370","3832150"
"08000853","15","249580","3837300"
"08000848","15","232150","4000240"
"08000850","15","230730","4004650"
"08000882","06","345335","6790240"
"08000880","12","425920","4512640"
"08000878","10","620000","4059300"
"08000860","13","492637","4231876"
"08000879","12","425600","4513000"
"08000859","18","691769","4626602"
"08000872","18","437970","4181640"
"08000871","17","718702","4212199"
"08000893","17","422660","4121895"
"08000869","11","717203","4822133"
"08000868","12","415610","4812469"
"08000892","18","284830","4141660"
"08000873","18","287196","4123075"
"08000876","17","759697","4065047"
"08000898","18","635080","4672220"
"08000877","18","283256","4158166"
"08000896","18","284319","4244471"
"08000897","18","697200","4675160"
"08000895","17","743843","4339305"
"08000881","12","426000","4514740"
"08000858","12","516420","4383200"
"08000883","15","364781","3387442"
"08000874","17","744968","4341625"
"08000885","13","594324","4894517"
"08000886","13","613419","5048599"
"08000894","17","492726","4089418"
"08000889","17","714000","3962000"
"08000866","18","700358","4531180"
"08000863","18","182934","4754612"
"08000862","18","614636","4791657"
"08000891","17","326060","3933510"
"08000864","18","533906","4732168"
"08000865","17","673690","4750430"
"08000922","18","622462","4950211"
"08000890","17","343580","3899240"
"08000755","15","782500","3316080"
"08000888","17","713980","3962000"
"08000904","05","606275","6707705"
"08000909","16","770383","3738888"
"08000920","18","353962","4783473"
"08000901","14","469365","3832800"
"08000903","19","305952","4621867"
"08000918","16","584000","4433050"
"08000905","11","549000","4828700"
"08000914","16","675019","4251703"
"08000916","16","484960","4278730"
"08000915","16","635300","4467500"
"08000912","16","505370","4319480"
"08000913","16","475700","4260170"
"08000906","19","344640","4709220"
"08000927","17","752387","4353898"
"08000928","17","747726","4360877"
"08000936","19","769341","2000755"
"08000934","15","715442","4022118"
"08000944","15","385032","3882839"
"08000949","19","813722","2018695"
"08000932","18","612441","4493571"
"08000935","15","561809","3847633"
"08000947","10","526100","5039227"
"08000937","17","686340","3954500"
"08000939","17","714440","3962020"
"08000945","15","382997","3984167"
"08000933","18","588920","4518509"
"08000931","18","608564","4505803"
"08000930","18","415614","4728993"
"08000961","14","359328","3843594"
"08000962","14","576454","2897996"
"08000952","15","612252","3721648"
"08000955","15","385479","3897693"
"08000956","18","320816","4311785"
"08000964","16","400117","3395930"
"08000965","13","412949","4265611"
"08000960","15","363375","4325667"
"08000966","17","469810","3306520"
"08000974","17","360500","3942180"
"08000968","16","740520","3736100"
"08000970","18","519988","4321193"
"08000982","16","331474","5086132"
"08000995","17","334916","4443150"
"08000997","18","641495","4926839"
"08000972","18","542724","4493199"
"08000998","11","589285","5262830"
"08001000","16","294970","4798320"
"08001001","16","295100","4798500"
"08000984","14","693180","4395770"
"08001002","13","507400","4922837"
"08000993","19","539959","4926870"
"08000985","14","615366","5729748"
"08001003","13","468492","4734368"
"08000986","14","420840","4256385"
"08001005","13","392276","4743906"
"08000992","19","355574","4860100"
"08001004","13","503943","4655761"
"08000991","19","557358","4903744"
"08000987","15","268100","4325720"
"08000988","15","359880","4331700"
"08001007","15","439101","3921636"
"08000989","15","779350","3317620"
"08001008","13","244412","4128287"
"08001014","12","288035","5389000"
"08001015","12","288059","5391288"
"08001009","13","356840","4170532"
"08001016","17","723820","3982570"
"08001010","13","344144","4483417"
"08001011","15","612480","3332520"
"08001013","18","492590","4242733"
"08001018","18","320945","4302896"
"08001012","18","263670","4371007"
"08001021","13","526145","4473065"
"08001020","12","652150","3542330"
"08001019","15","693090","3312130"
"08001022","18","314773","4316120"
"08001023","15","475606","4117479"
"08001024","15","365502","4104729"
"08001025","15","744230","4279437"
"08001029","18","325465","4312291"
"08001030","15","692160","4708300"
"08001032","18","499378","4683106"
"08001033","18","588399","4500732"
"08001035","18","331812","4725262"
"08001036","16","336719","4955946"
"08001049","16","664043","3941612"
"08001044","18","465507","4225383"
"08001050","17","723640","4101995"
"08001052","18","284341","4241814"
"08001053","17","506713","4057235"
"08001058","18","303107","4050687"
"08001060","15","725021","4948769"
"08001037","15","706466","3898355"
"08001038","15","569523","3845778"
"08001040","17","538290","2983930"
"08001042","15","597182","4757139"
"08001061","13","564143","4855996"
"08001043","15","451039","4772165"
"08001046","15","778040","3613380"
"08001086","16","523292","4007613"
"08001083","18","592664","4531813"
"08001084","16","258940","3661780"
"08001082","18","607504","4812582"
"08001080","18","587700","4585748"
"08001078","18","292896","4753487"
"08001076","17","692728","4750363"
"08001075","18","350800","4661740"
"08001074","18","311884","4318332"
"08001072","18","324802","4348866"
"08001070","19","290460","4690540"
"08001069","18","686250","4666180"
"08001068","14","710140","4339530"
"08001067","14","601080","4222726"
"08001101","18","370375","4315364"
"08001102","16","611730","4757390"
"08001063","18","327684","4307360"
"08001066","14","471200","4302705"
"08001066","14","471220","4302860"
"08001065","04","760490","2311874"
"08001064","18","325386","4309545"
"08001103","16","700545","4734105"
"08001105","17","294450","4713050"
"08001106","17","330590","4689910"
"08001110","19","808841","2043426"
"08001111","16","633655","3878992"
"08001108","18","518248","4427226"
"08001113","18","280912","4313881"
"08001115","16","295140","4798550"
"08001094","18","324895","4308605"
"08001100","15","549210","4540780"
"08001093","18","332978","4307213"
"08001097","16","444960","4634595"
"08001095","16","442600","4636820"
"08001116","16","642110","3606140"
"08001119","17","344760","4268180"
"08001130","15","743480","4279630"
"08001139","18","182630","4759261"
"08001148","14","556400","3829720"
"08001149","14","607512","3909889"
"08001150","14","637853","3947030"
"08001152","15","230949","4004812"
"08001153","14","465141","4032387"
"08001154","12","427380","4504800"
"08001125","18","418060","4389217"
"08001127","18","705040","4704080"
"08001155","12","624800","4479140"
"08001158","10","552099","5277957"
"08001128","19","333340","4680720"
"08001136","13","653280","3783820"
"08001156","12","425780","4512480"
"08001137","13","506338","3902294"
"08001131","15","744900","4279180"
"08001132","14","666103","4549757"
"08001138","13","663083","4035413"
"08001133","14","583974","4524192"
"08001140","18","198748","4712877"
"08001134","14","628405","4631545"
"08001159","16","396935","4971412"
"08001141","18","183452","4757606"
"08001142","18","183497","4755813"
"08001143","18","183168","4758704"
"08001144","18","567363","4934226"
"08001145","18","169402","4778237"
"08001146","18","590846","4543988"
"08001172","14","283730","4414600"
"08001173","15","317470","4255300"
"08001170","15","726722","4574838"
"08001176","18","686180","4666820"
"08001177","18","676940","4695660"
"08001187","16","278633","4789804"
"08001167","16","441180","4659940"
"08001186","10","580577","5263862"
"08001179","15","740920","4283100"
"08001166","16","441580","4659940"
"08001182","10","523638","5039412"
"08001162","15","555600","4704480"
"08001161","16","480220","3365420"
"08001184","10","542405","5084233"
"08001175","18","406442","4377001"
"08001232","18","571206","4602370"
"08001181","13","414920","3949414"
"08001181","13","416996","3948872"
"08001217","18","360919","4359940"
"08001195","17","259561","4422808"
"08001199","16","737203","4359963"
"08001202","15","641380","4850270"
"08001201","11","283656","5234884"
"08001198","16","743065","4402463"
"08001189","18","630645","4547722"
"08001196","17","365730","4397188"
"08001193","15","363253","4328507"
"08001194","12","543717","5081571"
"08001192","15","590210","4276110"
"08001190","19","262400","4582700"
"08001230","18","350670","4661120"
"08001231","18","211920","4716700"
"08001239","17","667745","4371874"
"08001238","17","709341","4328290"
"08001236","17","532054","4175686"
"08001235","17","378669","4253820"
"08001234","17","386943","4251820"
"08001229","18","359730","4670830"
"08001228","12","694105","5072591"
"08001227","12","694194","5072569"
"08001226","12","278971","5380094"
"08001212","16","607926","4429178"
"08001211","16","465130","4571440"
"08001224","12","286190","5389796"
"08001219","12","288687","5390163"
"08001208","16","605282","4404846"
"08001205","18","325520","4305359"
"08001206","18","324733","4308948"
"08001223","12","279602","5378992"
"08001222","12","288449","5389372"
"08001254","19","414655","4918868"
"08001253","19","419828","4842403"
"08001252","16","389860","3395410"
"08001257","19","345655","4958661"
"08001256","19","449596","4855653"
"08001251","16","328719","4682665"
"08001250","15","560017","4638388"
"08001249","16","691726","3657907"
"08001248","16","742083","3598759"
"08001266","17","555101","4539283"
"08001263","10","523753","5042954"
"08001247","17","266593","3827905"
"08001246","16","707683","3631908"
"08001264","10","515640","5041304"
"08001265","18","467800","4433576"
"08001268","18","476315","4497140"
"08001244","17","465700","3164040"
"08001243","17","488729","2994590"
"08001267","18","414771","4560394"
"08001269","18","484772","4421470"
"08001270","18","480318","4427128"
"08001273","16","509605","3707983"
"08001307","12","393766","3751057"
"08001275","12","540494","3484571"
"08001306","12","627999","4598261"
"08001304","12","706500","4968060"
"08001303","15","723573","4948976"
"08001276","11","384102","3767879"
"08001300","14","653760","3621500"
"08001277","10","630540","4078440"
"08001298","17","470130","4522437"
"08001297","16","739390","4406425"
"08001278","10","650220","4202900"
"08001279","10","593240","4124020"
"08001295","16","716500","4337700"
"08001284","19","330480","4691140"
"08001294","16","721918","4334847"
"08001280","17","253731","3650111"
"08001281","16","740139","3747172"
"08001289","17","590160","3980140"
"08001282","17","270440","3822100"
"08001283","15","435705","4543165"
"08001288","17","454730","4039400"
"08001285","15","342037","4403897"
"08001287","13","368552","5054150"
"08001331","16","438151","4746623"
"08001330","16","459455","4897788"
"08001329","16","294888","4799131"
"08001324","13","435812","5140084"
"08001323","16","246430","4024250"
"08001316","13","514667","4297536"
"08001322","15","474045","4117868"
"08001317","12","713981","4136112"
"08001321","16","683819","3638359"
"08001319","17","269009","3447112"
"08001315","10","760680","4230690"
"08001313","12","398716","3702491"
"08001312","12","567270","3491252"
"08001325","11","718039","5267554"
"08001332","16","561100","3554870"
"08001328","16","295290","4798298"
"08001349","14","666780","4325050"
"08001348","14","637170","4383240"
"08001364","17","517420","3898340"
"08001363","17","589380","3936510"
"08001345","12","388918","3711789"
"08001344","15","377803","3999774"
"08001362","17","554790","4006640"
"08001343","15","567119","3845357"
"08001343","15","567031","3845372"
"08001342","15","510005","3899353"
"08001342","15","508464","3899340"
"08001341","15","565706","3844844"
"08001361","17","362410","3942830"
"08001340","15","456731","3733304"
"08001339","15","443747","3734216"
"08001360","15","725610","4182194"
"08001338","15","628428","4034235"
"08001395","17","542757","3694915"
"08001336","15","523554","3890105"
"08001335","15","587833","3927141"
"08001359","15","363365","4327770"
"08001358","19","599687","4941175"
"08001334","15","438754","4027121"
"08001333","15","612072","3677003"
"08001357","19","438912","4940765"
"08001370","16","294578","4799045"
"08001356","19","555138","5229214"
"08001354","15","264940","4324585"
"08001368","10","495041","4880778"
"08001353","15","279360","4324520"
"08001352","14","480700","4263695"
"08001366","17","387070","3898450"
"08001351","14","715175","4336780"
"08001350","14","569260","4229230"
"08001373","15","443836","3733248"
"08001400","14","653520","3623280"
"08001375","18","324358","4309677"
"08001376","13","475575","4429395"
"08001403","18","253760","4368840"
"08001379","18","742266","4684150"
"08001398","17","497200","3762400"
"08001381","15","641905","4606355"
"08001397","17","488668","3768865"
"08001396","17","496640","3761855"
"08001382","15","305460","4522922"
"08001383","12","562052","5303930"
"08001393","10","524551","5047639"
"08001385","15","535515","4448552"
"08001386","15","344960","4409050"
"08001392","11","677600","3929015"
"08001387","15","363280","4329275"
"08001388","17","709465","3965340"
"08001389","17","440340","4013440"
"08001390","17","481340","3993880"
"08001415","17","714160","3963660"
"08001407","10","551220","4182100"
"08001410","15","736400","4283880"
"08001408","55","246380","1479900"
"08001411","19","260450","4777320"
"08001405","12","412202","3704107"
"09000003","15","572521","3895187"
"09000001","16","648920","3568330"
"09000002","12","400712","3704895"
"09000006","16","717702","4214720"
"09000005","16","615110","4151930"
"09000008","16","353340","4102410"
"08001406","11","414933","3748157"
"09000010","19","403154","4884525"
"09000011","19","578255","5160525"
"09000019","12","466420","4529540"
"09000012","19","585170","5111292"
"09000018","12","420000","4495060"
"09000015","19","357312","4820324"
"09000021","15","517792","4989947"
"09000022","15","517739","4991004"
"09000017","12","432500","4620660"
"09000007","16","510340","4077570"
"09000016","15","592156","4131646"
"09000014","19","378479","4907530"
"09000034","15","739720","4271260"
"09000048","16","294626","4798606"
"09000033","19","316760","4701800"
"09000046","17","745070","4223700"
"09000044","14","584850","4783636"
"09000043","13","645399","4855705"
"09000047","10","555830","5281912"
"09000030","14","394480","4138054"
"09000042","19","784359","2002001"
"09000029","14","474225","4161850"
"09000028","16","325360","4577840"
"09000041","18","585102","4642304"
"09000026","16","365320","4217000"
"09000025","16","445860","4631040"
"09000038","17","709384","4654562"
"09000039","18","703596","4536012"
"09000024","16","447840","4636510"
"08001318","17","587900","2855720"
"09000036","15","739648","4282946"
"09000035","15","739881","4282437"
"09000059","17","416240","3986740"
"09000053","17","398260","2981000"
"09000052","18","439406","4285325"
"09000061","10","494033","4875604"
"09000057","18","666521","4530642"
"09000051","18","457897","4402350"
"09000055","19","322300","4693260"
"09000060","10","479278","4934321"
"09000064","18","269059","4162870"
"09000063","17","601762","4105880"
"09000065","17","602822","4061108"
"09000066","18","284075","4122975"
"09000067","15","447498","4604125"
"09000068","14","730940","4628446"
"09000076","14","652350","4073930"
"09000080","14","768757","4070048"
"09000071","14","352025","4555274"
"09000078","14","672600","3999002"
"09000079","14","702199","3984203"
"09000072","15","264760","4093140"
"09000075","14","651830","4074040"
"09000077","15","264760","4093140"
"09000074","14","652330","4075190"
"09000073","14","652880","4072370"
"09000115","17","236610","3983377"
"09000107","15","704999","4763050"
"09000142","19","268545","4682261"
"09000117","16","739257","3992105"
"09000108","15","448200","4603699"
"09000118","15","770168","3892559"
"09000119","17","394160","4050117"
"09000114","16","517580","3989747"
"09000113","16","246140","3798010"
"09000111","15","679600","3521600"
"09000110","15","723500","3787190"
"09000121","17","533818","4126639"
"09000122","17","668422","4224986"
"09000190","14","471220","4302875"
"09000174","12","441228","3895223"
"09000188","16","655850","3861010"
"09000185","16","741930","3738520"
"09000123","17","349481","4105450"
"08000199","15","778350","3600840"
"09000140","14","676762","3492740"
"09000139","14","651889","3579967"
"09000138","14","586502","3285594"
"09000138","14","586288","3285547"
"09000137","16","469440","3899680"
"09000124","16","310985","5057041"
"09000135","18","583004","4507330"
"09000136","18","680755","4537052"
"09000132","18","584056","4469808"
"09000131","15","254025","4571718"
"09000130","17","256220","4755550"
"09000134","18","574412","5691410"
"09000129","17","315790","4717290"
"09000128","17","280470","4766380"
"09000133","18","135030","4681711"
"09000127","15","622967","4613877"
"09000145","11","383995","3764573"
"09000157","18","582817","4598609"
"09000146","11","383933","3764005"
"09000147","11","384029","3764061"
"09000148","11","384934","3765810"
"09000158","18","566001","4598411"
"09000149","11","384333","3764335"
"09000150","11","383980","3762373"
"09000160","18","699174","4746452"
"09000081","18","483040","4421970"
"09000161","17","718788","4212291"
"09000151","11","384099","3765002"
"09000162","17","694780","4243970"
"09000163","17","745251","4341070"
"09000164","16","332066","5086767"
"09000152","18","324555","4311861"
"09000154","17","232860","4708070"
"09000165","17","347660","3022280"
"09000166","16","447933","4637616"
"09000171","17","370524","4475233"
"09000169","17","519337","4431713"
"09000167","16","441220","4659980"
"09000172","17","470145","4501597"
"09000170","16","705628","4336589"
"09000173","17","640090","4084100"
"09000189","14","642420","4282710"
"09000175","11","392230","3777460"
"09000176","11","391331","3781133"
"09000177","11","394560","3776340"
"09000178","11","392960","3779660"
"09000179","11","391820","3776840"
"09000181","11","391700","3779680"
"09000180","11","384700","3767650"
"09000195","14","388900","4350040"
"09000197","16","296930","4798950"
"09000198","16","295140","4798230"
"09000187","17","450172","3597750"
"09000193","14","737435","4376560"
